BWI0520BG0,MOO1786A,MAD,FRA,1420563408,184
CXN7304ER0,MOO1786A,MAD,FRA,1420563408,184
HCA3158QA0,MOO1786A,MAD,FRA,1420563408,184
IEG9308EA0,MOO1786A,MAD,FRA,1420563408,184
JBE2302VO0,MOO1786A,MAD,FRA,1420563408,184
MXU9187YC0,MOO1786A,MAD,FRA,1420563408,184
PAJ3974RK0,MOO1786A,MAD,FRA,1420563408,184
POP2875LH0,MOO1786A,MAD,FRA,1420563408,184
SJD8775RZ0,MOO1786A,MAD,FRA,1420563408,184
VZY2993ME0,MOO1786A,MAD,FRA,1420563408,184
WTC9125IE0,MOO1786A,MAD,FRA,1420563408,184
BWI0520BG1,RUM0422W,MUC,MAD,1420563539,194
CKZ3132BR0,RUM0422W,MUC,MAD,1420563539,194
EZC9678QI0,RUM0422W,MUC,MAD,1420563539,194
HGO4350KK0,RUM0422W,MUC,MAD,1420563539,194
MXU9187YC1,RUM0422W,MUC,MAD,1420563539,194
POP2875LH1,RUM0422W,MUC,MAD,1420563539,194
PUD8209OG0,RUM0422W,MUC,MAD,1420563539,194
SPR4484HA0,RUM0422W,MUC,MAD,1420563539,194
WBE6935NU0,RUM0422W,MUC,MAD,1420563539,194
YMH6360YP0,RUM0422W,MUC,MAD,1420563539,194
CDC0302NN0,WSK1289Z,CLT,DEN,1420563542,278
CKZ3132BR1,WSK1289Z,CLT,DEN,1420563542,278
CXN7304ER1,WSK1289Z,CLT,DEN,1420563542,278
CYJ0225CH0,WSK1289Z,CLT,DEN,1420563542,278
DAZ3029XA0,WSK1289Z,CLT,DEN,1420563542,278
EDV2089LK0,WSK1289Z,CLT,DEN,1420563542,278
EZC9678QI1,WSK1289Z,CLT,DEN,1420563542,278
HGO4350KK1,WSK1289Z,CLT,DEN,1420563542,278
JJM4724RF0,WSK1289Z,CLT,DEN,1420563542,278
ONL0812DH0,WSK1289Z,CLT,DEN,1420563542,278
PIT2755XC0,WSK1289Z,CLT,DEN,1420563542,278
SJD8775RZ1,WSK1289Z,CLT,DEN,1420563542,278
SPR4484HA1,WSK1289Z,CLT,DEN,1420563542,278
UES9151GS0,WSK1289Z,CLT,DEN,1420563542,278
VZY2993ME1,WSK1289Z,CLT,DEN,1420563542,278
WYU2010YH0,WSK1289Z,CLT,DEN,1420563542,278
XFG5747ZT0,WSK1289Z,CLT,DEN,1420563542,278
YMH6360YP1,WSK1289Z,CLT,DEN,1420563542,278
CXN7304ER2,RPG3351U,HND,CAN,1420563569,374
EZC9678QI2,RPG3351U,HND,CAN,1420563569,374
HCA3158QA1,RPG3351U,HND,CAN,1420563569,374
JBE2302VO1,RPG3351U,HND,CAN,1420563569,374
ONL0812DH1,RPG3351U,HND,CAN,1420563569,374
PAJ3974RK1,RPG3351U,HND,CAN,1420563569,374
POP2875LH2,RPG3351U,HND,CAN,1420563569,374
SJD8775RZ2,RPG3351U,HND,CAN,1420563569,374
SPR4484HA2,RPG3351U,HND,CAN,1420563569,374
VZY2993ME2,RPG3351U,HND,CAN,1420563569,374
WBE6935NU1,RPG3351U,HND,CAN,1420563569,374
CXN7304ER3,SOH3431A,ORD,MIA,1420563649,250
DAZ3029XA1,SOH3431A,ORD,MIA,1420563649,250
EZC9678QI3,SOH3431A,ORD,MIA,1420563649,250
HGO4350KK2,SOH3431A,ORD,MIA,1420563649,250
IEG9308EA1,SOH3431A,ORD,MIA,1420563649,250
JBE2302VO2,SOH3431A,ORD,MIA,1420563649,250
JJM4724RF1,SOH3431A,ORD,MIA,1420563649,250
KKP5277HZ0,SOH3431A,ORD,MIA,1420563649,250
ONL0812DH2,SOH3431A,ORD,MIA,1420563649,250
PIT2755XC1,SOH3431A,ORD,MIA,1420563649,250
POP2875LH3,SOH3431A,ORD,MIA,1420563649,250
PUD8209OG1,SOH3431A,ORD,MIA,1420563649,250
SJD8775RZ3,SOH3431A,ORD,MIA,1420563649,250
WYU2010YH1,SOH3431A,ORD,MIA,1420563649,250
XFG5747ZT1,SOH3431A,ORD,MIA,1420563649,250
CKZ3132BR2,MBA8071P,KUL,PEK,1420563856,572
CYJ0225CH1,MBA8071P,KUL,PEK,1420563856,572
DAZ3029XA2,MBA8071P,KUL,PEK,1420563856,572
EZC9678QI4,MBA8071P,KUL,PEK,1420563856,572
HCA3158QA2,MBA8071P,KUL,PEK,1420563856,572
JJM4724RF2,MBA8071P,KUL,PEK,1420563856,572
LLZ3798PE0,MBA8071P,KUL,PEK,1420563856,572
ONL0812DH3,MBA8071P,KUL,PEK,1420563856,572
PAJ3974RK2,MBA8071P,KUL,PEK,1420563856,572
POP2875LH4,MBA8071P,KUL,PEK,1420563856,572
PUD8209OG2,MBA8071P,KUL,PEK,1420563856,572
SPR4484HA3,MBA8071P,KUL,PEK,1420563856,572
WTC9125IE1,MBA8071P,KUL,PEK,1420563856,572
BWI0520BG2,XXQ4064B,JFK,FRA,1420563917,802
CDC0302NN1,XXQ4064B,JFK,FRA,1420563917,802
CKZ3132BR3,XXQ4064B,JFK,FRA,1420563917,802
CYJ0225CH2,XXQ4064B,JFK,FRA,1420563917,802
DAZ3029XA3,XXQ4064B,JFK,FRA,1420563917,802
HCA3158QA3,XXQ4064B,JFK,FRA,1420563917,802
HGO4350KK3,XXQ4064B,JFK,FRA,1420563917,802
JJM4724RF3,XXQ4064B,JFK,FRA,1420563917,802
LLZ3798PE1,XXQ4064B,JFK,FRA,1420563917,802
MXU9187YC2,XXQ4064B,JFK,FRA,1420563917,802
ONL0812DH4,XXQ4064B,JFK,FRA,1420563917,802
POP2875LH5,XXQ4064B,JFK,FRA,1420563917,802
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
SJD8775RZ4,XXQ4064B,JFK,FRA,1420563917,802
UES9151GS1,XXQ4064B,JFK,FRA,1420563917,802
